Start Time,End Time,Sleep
07:23:00.000,07:23:30.000,REM
07:23:30.000,07:24:00.000,N2
07:24:00.000,07:24:30.000,N2
07:24:30.000,07:25:00.000,N2
07:25:00.000,07:25:30.000,N2
07:25:30.000,07:26:00.000,N2
07:26:00.000,07:26:30.000,N2
07:26:30.000,07:27:00.000,N2
07:27:00.000,07:27:30.000,N2
07:27:30.000,07:28:00.000,N2
07:28:00.000,07:28:30.000,N2
07:28:30.000,07:29:00.000,N2
07:29:00.000,07:29:30.000,N2
07:29:30.000,07:30:00.000,N2
07:30:00.000,07:30:30.000,N2
07:30:30.000,07:31:00.000,N2
07:31:00.000,07:31:30.000,N2
07:31:30.000,07:32:00.000,N2
07:32:00.000,07:32:30.000,N2
07:32:30.000,07:33:00.000,N2
07:33:00.000,07:33:30.000,N2
07:33:30.000,07:34:00.000,N2
07:34:00.000,07:34:30.000,N2
07:34:30.000,07:35:00.000,N2
07:35:00.000,07:35:30.000,N2
07:35:30.000,07:36:00.000,N2
07:36:00.000,07:36:30.000,N2
07:36:30.000,07:37:00.000,N2
07:37:00.000,07:37:30.000,N2
07:37:30.000,07:38:00.000,N2
07:38:00.000,07:38:30.000,N2
07:38:30.000,07:39:00.000,N2
07:39:00.000,07:39:30.000,N2
07:39:30.000,07:40:00.000,N2
07:40:00.000,07:40:30.000,N2
07:40:30.000,07:41:00.000,N2
07:41:00.000,07:41:30.000,N2
07:41:30.000,07:42:00.000,N2
07:42:00.000,07:42:30.000,N2
07:42:30.000,07:43:00.000,N2
07:43:00.000,07:43:30.000,N2
07:43:30.000,07:44:00.000,N2
07:44:00.000,07:44:30.000,N2
07:44:30.000,07:45:00.000,N2
