Start Time,End Time,Sleep
10/01/2020 03:25,10/01/2020 03:26,N2
10/01/2020 03:26,10/01/2020 03:26,N2
10/01/2020 03:26,10/01/2020 03:27,N2
10/01/2020 03:27,10/01/2020 03:27,N2
10/01/2020 03:27,10/01/2020 03:28,N2
10/01/2020 03:28,10/01/2020 03:28,N2
10/01/2020 03:28,10/01/2020 03:29,N2
10/01/2020 03:29,10/01/2020 03:29,N2
10/01/2020 03:29,10/01/2020 03:30,N2
10/01/2020 03:30,10/01/2020 03:30,N2
10/01/2020 03:30,10/01/2020 03:31,N2
10/01/2020 03:31,10/01/2020 03:31,N2
10/01/2020 03:31,10/01/2020 03:32,N2
10/01/2020 03:32,10/01/2020 03:32,N2
10/01/2020 03:32,10/01/2020 03:33,N2
10/01/2020 03:33,10/01/2020 03:33,N2
10/01/2020 03:33,10/01/2020 03:34,N2
10/01/2020 03:34,10/01/2020 03:34,N2
10/01/2020 03:34,10/01/2020 03:35,N2
10/01/2020 03:35,10/01/2020 03:35,N2
10/01/2020 03:35,10/01/2020 03:36,N2
10/01/2020 03:36,10/01/2020 03:36,N2
10/01/2020 03:36,10/01/2020 03:37,N2
10/01/2020 03:37,10/01/2020 03:37,N2
10/01/2020 03:37,10/01/2020 03:38,N2
10/01/2020 03:38,10/01/2020 03:38,N2
10/01/2020 03:38,10/01/2020 03:39,N2
10/01/2020 03:39,10/01/2020 03:39,N2
10/01/2020 03:39,10/01/2020 03:40,N2
10/01/2020 03:40,10/01/2020 03:40,N2
10/01/2020 03:40,10/01/2020 03:41,N2
10/01/2020 03:41,10/01/2020 03:41,N2
10/01/2020 03:41,10/01/2020 03:42,N2
10/01/2020 03:42,10/01/2020 03:42,N2
10/01/2020 03:42,10/01/2020 03:43,N2
10/01/2020 03:43,10/01/2020 03:43,N2
10/01/2020 03:43,10/01/2020 03:44,N2
10/01/2020 03:44,10/01/2020 03:44,N2
10/01/2020 03:44,10/01/2020 03:45,N2
10/01/2020 03:45,10/01/2020 03:45,N2
10/01/2020 03:45,10/01/2020 03:46,N3
10/01/2020 03:46,10/01/2020 03:46,N3
10/01/2020 03:46,10/01/2020 03:47,N3
10/01/2020 03:47,10/01/2020 03:47,N3
10/01/2020 03:47,10/01/2020 03:48,N3
10/01/2020 03:48,10/01/2020 03:48,N3
10/01/2020 03:48,10/01/2020 03:49,N3
10/01/2020 03:49,10/01/2020 03:49,N3
10/01/2020 03:49,10/01/2020 03:50,N3
10/01/2020 03:50,10/01/2020 03:50,N3
10/01/2020 03:50,10/01/2020 03:51,N3
10/01/2020 03:51,10/01/2020 03:51,N3
10/01/2020 03:51,10/01/2020 03:52,N3
